0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.503115,0.140942,0.0011657,2.1635e-10,4.35991e-31,6.0204e-94,1.65534e-284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
0.711512,0.478948,0.1163,0.000616853,3.03186e-11,1.12573e-33,9.10131e-102,4.04874e-308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
0.871421,0.69152,0.450433,0.0911355,0.00027275,2.4118e-12,5.12824e-37,6.93828e-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.00623,0.855073,0.671296,0.419808,0.0683581,0.000104133,1.21581e-13,5.80712e-41,7.62156e-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.125,0.992243,0.83888,0.650811,0.386607,0.0490071,3.45285e-05,3.99242e-15,1.79433e-45,1.62841e-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.23238,1.11254,0.97823,0.822475,0.629845,0.351014,0.0334721,9.87942e-06,8.39889e-17,1.44193e-50,5.87706e-153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.33112,1.22098,1.09995,0.963993,0.805736,0.608382,0.313529,0.0216772,2.40849e-06,1.0909e-18,2.69757e-56,2.5696e-170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.42302,1.32055,1.20946,1.08719,0.94951,0.788611,0.58633,0.274899,0.0132395,4.92712e-07,8.36102e-21,1.02495e-62,9.02962e-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.50935,1.41313,1.30989,1.19785,1.07428,0.934769,0.771027,0.563492,0.236085,0.00758167,8.31438e-08,3.5914e-23,6.76595e-70,1.59248e-211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.59099,1.50002,1.40318,1.29917,1.18613,1.06122,0.919755,0.752915,0.539597,0.198155,0.00404471,1.13494e-08,8.1481e-26,6.47919e-78,8.16703e-236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.66864,1.58215,1.49065,1.39318,1.28838,1.17431,1.048,0.904469,0.734231,0.514323,0.162151,0.00199536,1.22494e-09,9.10828e-29,7.28095e-87,6.40279e-263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.74284,1.66022,1.57327,1.48124,1.38311,1.27751,1.16239,1.03463,0.888923,0.714963,0.487323,0.12899,0.000902292,1.01749e-10,4.62009e-32,7.46963e-97,3.58261e-293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.81401,1.73477,1.65175,1.56434,1.47176,1.37298,1.26654,1.15035,1.02111,0.873136,0.695134,0.458269,0.0994001,0.000370109,6.30065e-12,9.65283e-36,5.21038e-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.88249,1.80625,1.72667,1.64324,1.55536,1.46222,1.36276,1.25548,1.1382,1.00743,0.857117,0.674789,0.426906,0.0738906,0.000136041,2.80356e-13,7.43058e-40,1.76161e-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
1.94856,1.87501,1.79847,1.71853,1.63469,1.54633,1.45262,1.35247,1.24432,1.12591,0.993582,0.840866,0.653988,0.393125,0.0527301,4.41942e-05,8.60137e-15,1.86015e-44,1.97898e-134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.01246,1.94134,1.86751,1.79065,1.71035,1.6261,1.53725,1.44296,1.34209,1.23306,1.11348,0.979541,0.824355,0.632764,0.357048,0.0359316,1.24985e-05,1.73948e-16,1.32217e-49,4.90553e-150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.0744,2.00547,1.9341,1.85999,1.78281,1.70214,1.61746,1.52811,1.43323,1.33163,1.22167,1.10089,0.965278,0.807535,0.611097,0.319087,0.0232484,3.02804e-06,2.21029e-18,2.30912e-55,1.73623e-167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.13454,2.06762,1.99846,1.92683,1.85243,1.77493,1.69388,1.60878,1.51892,1.42343,1.32109,1.21018,1.08813,0.950768,0.790339,0.588886,0.279957,0.0141996,6.17891e-07,1.67726e-20,8.49872e-62,5.52673e-187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.19303,2.12795,2.06082,1.99143,1.91953,1.84485,1.76701,1.68559,1.60005,1.50968,1.41357,1.31046,1.19857,1.07521,0.935991,0.772691,0.565938,0.240612,0.00813745,1.04288e-07,7.19606e-23,5.58359e-69,9.58832e-209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.25,2.18662,2.12134,2.054,1.98437,1.91221,1.83723,1.75906,1.67726,1.59128,1.50038,1.40364,1.29974,1.18684,1.06213,0.920938,0.754524,0.541979,0.202126,0.00434692,1.42699e-08,1.64228e-25,5.43891e-77,5.16998e-233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.30556,2.24375,2.18019,2.11471,2.04715,1.97729,1.90487,1.82959,1.75108,1.66889,1.58245,1.49103,1.39364,1.28895,1.17501,1.04888,0.905612,0.735792,0.51668,0.165557,0.00214843,1.5469e-09,1.85834e-28,6.33891e-86,4.5214e-260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.35982,2.29946,2.23748,2.17374,2.10807,2.04029,1.97018,1.89749,1.82191,1.74306,1.66048,1.57358,1.48162,1.38358,1.27807,1.16307,1.03548,0.890026,0.716479,0.489687,0.13184,0.000973848,1.29301e-10,9.59946e-32,6.87046e-96,2.9856e-290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.41286,2.35386,2.29335,2.2312,2.16727,2.1014,2.0334,1.96305,1.89008,1.8142,1.735,1.65202,1.56466,1.47215,1.37344,1.2671,1.15102,1.02194,0.8742,0.696604,0.460662,0.101721,0.000400651,8.07259e-12,2.05459e-35,5.15531e-107,4.94066e-324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.46475,2.40703,2.34789,2.28722,2.2249,2.16078,2.09471,2.02649,1.95589,1.88265,1.80645,1.7269,1.64352,1.55569,1.46261,1.36322,1.25603,1.13885,1.00823,0.858145,0.676214,0.429337,0.0757221,0.000147793,3.62831e-13,1.62958e-39,1.90815e-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.51558,2.45905,2.40119,2.3419,2.28107,2.21858,2.15428,2.088,2.01955,1.94871,1.87519,1.79868,1.71877,1.63497,1.54666,1.45301,1.35292,1.24486,1.12655,0.994365,0.84186,0.655366,0.395589,0.0541228,4.82113e-05,1.12646e-14,4.22655e-44,2.38618e-133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.56539,2.50999,2.45333,2.39533,2.3359,2.27491,2.21225,2.14776,2.08127,2.0126,1.9415,1.8677,1.79087,1.7106,1.62638,1.53757,1.44334,1.34254,1.23358,1.1141,0.980304,0.825321,0.634098,0.359521,0.0369457,1.36987e-05,2.30916e-16,3.12861e-49,6.68711e-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
2.61426,2.55992,2.50438,2.4476,2.38946,2.32988,2.26873,2.20589,2.14121,2.07452,2.00561,1.93426,1.86018,1.78302,1.70238,1.61774,1.52844,1.4336,1.33207,1.22219,1.1015,0.966025,0.808478,0.612396,0.321531,0.0239506,3.33612e-06,2.9789e-18,5.71765e-55,2.71447e-166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
